timestamp,airport_code,airport_name,latitude,longitude,temperature,feels_like,humidity,wind_speed,wind_direction,wind_direction_symbol,gust_speed,pressure,precipitation,rain_probability,snow_probability,uv_index,dewpoint,visibility,cloud,condition,condition_code
2024-09-29 00:00,VTG,Sân bay Vũng Tàu,10.3725004196,107.0950012207,27.6,31.3,79,9.7,214,SW,9.1,1010.0,0.0,0,0,0.0,23.6,10.0,11,Clear,1000
2024-09-29 01:00,VTG,Sân bay Vũng Tàu,10.3725004196,107.0950012207,27.5,31.1,80,9.4,219,SW,8.7,1009.0,0.0,0,0,0.0,23.6,10.0,16,Clear,1000
2024-09-29 02:00,VTG,Sân bay Vũng Tàu,10.3725004196,107.0950012207,27.3,31.0,80,9.7,223,SW,9.0,1009.0,0.0,0,0,0.0,23.6,10.0,22,Clear,1000
2024-09-29 03:00,VTG,Sân bay Vũng Tàu,10.3725004196,107.0950012207,27.2,30.8,81,9.4,238,WSW,8.6,1008.0,0.0,0,0,0.0,23.6,10.0,22,Clear,1000
2024-09-29 04:00,VTG,Sân bay Vũng Tàu,10.3725004196,107.0950012207,27.0,30.5,82,9.0,250,WSW,8.3,1009.0,0.0,0,0,0.0,23.7,10.0,19,Clear,1000
2024-09-29 05:00,VTG,Sân bay Vũng Tàu,10.3725004196,107.0950012207,26.8,30.2,83,9.7,258,WSW,9.0,1009.0,0.0,0,0,0.0,23.7,10.0,21,Clear,1000
2024-09-29 06:00,VTG,Sân bay Vũng Tàu,10.3725004196,107.0950012207,26.7,30.2,84,9.4,275,W,8.5,1010.0,0.0,0,0,7.0,23.7,10.0,26,Partly cloudy,1003
2024-09-29 07:00,VTG,Sân bay Vũng Tàu,10.3725004196,107.0950012207,27.0,30.7,83,9.4,284,WNW,7.9,1011.0,0.0,0,0,7.0,23.9,10.0,26,Partly cloudy,1003
2024-09-29 08:00,VTG,Sân bay Vũng Tàu,10.3725004196,107.0950012207,27.5,31.4,81,9.7,288,WNW,7.9,1011.0,0.0,0,0,7.0,23.9,10.0,24,Sunny,1000
2024-09-29 09:00,VTG,Sân bay Vũng Tàu,10.3725004196,107.0950012207,28.0,32.2,79,9.4,284,WNW,7.4,1011.0,0.0,0,0,7.0,24.0,10.0,30,Partly cloudy,1003
2024-09-29 10:00,VTG,Sân bay Vũng Tàu,10.3725004196,107.0950012207,28.6,33.1,76,8.6,270,W,6.8,1011.0,0.01,45,0,6.0,24.1,10.0,70,Patchy rain possible,1063
2024-09-29 11:00,VTG,Sân bay Vũng Tàu,10.3725004196,107.0950012207,29.0,33.7,75,8.3,244,WSW,6.6,1010.0,0.03,45,0,6.0,24.2,10.0,89,Patchy rain possible,1063
2024-09-29 12:00,VTG,Sân bay Vũng Tàu,10.3725004196,107.0950012207,29.3,34.3,74,7.6,216,SW,6.3,1009.0,0.03,45,0,6.0,24.2,10.0,84,Patchy rain possible,1063
2024-09-29 13:00,VTG,Sân bay Vũng Tàu,10.3725004196,107.0950012207,29.5,34.6,74,8.6,192,SSW,7.5,1007.0,0.04,45,0,6.0,24.3,10.0,72,Patchy rain possible,1063
