model,horizon,mae,rmse,temperature_true,temperature_pred,feels_like_true,feels_like_pred,humidity_true,humidity_pred,wind_speed_true,wind_speed_pred,gust_speed_true,gust_speed_pred,pressure_true,pressure_pred,precipitation_true,precipitation_pred,rain_probability_true,rain_probability_pred,snow_probability_true,snow_probability_pred,uv_index_true,uv_index_pred,dewpoint_true,dewpoint_pred,visibility_true,visibility_pred,cloud_true,cloud_pred,case
h12_ep50_bs64.pth,12,7.828977584838867,16.04994987884016,30.6,27.692585,36.6,32.53677,71.0,72.3996,21.2,13.753705,19.6,12.670234,1006.0,976.98865,0.22,0.5031984,100.0,53.62097,0.0,0.07199435,7.0,7.272905,24.7,23.061361,9.0,8.761481,83.0,59.424057,weather_test_2
h12_ep50_bs64.pth,12,7.828977584838867,16.04994987884016,30.3,28.53379,36.1,33.65345,72.0,74.12108,21.2,14.044176,20.4,13.124137,1006.0,1003.0902,0.27,0.4941402,100.0,51.634457,0.0,0.07991579,7.0,7.1356516,24.7,23.719013,10.0,9.078543,81.0,58.424946,weather_test_2
h12_ep50_bs64.pth,12,7.828977584838867,16.04994987884016,29.9,26.650055,35.7,30.784435,75.0,81.6278,23.8,14.214656,23.9,13.591547,1006.0,998.27344,0.41,0.5856059,100.0,55.157383,0.0,0.05163334,6.0,1.7820026,24.9,23.63095,9.0,8.734059,89.0,69.6092,weather_test_2
h12_ep50_bs64.pth,12,7.828977584838867,16.04994987884016,29.6,26.717813,35.5,30.818169,76.0,81.448326,23.4,14.439628,24.1,13.658837,1007.0,1001.17535,0.19,0.54151076,100.0,51.70821,0.0,0.0514323,0.0,1.7871082,25.0,23.583868,9.0,8.7732315,84.0,68.023636,weather_test_2
h12_ep50_bs64.pth,12,7.828977584838867,16.04994987884016,29.4,26.503521,34.9,30.516962,76.0,81.01452,23.4,14.558659,21.0,13.646944,1008.0,997.5515,0.56,0.4794504,100.0,46.33969,0.0,0.051656302,0.0,1.4498942,24.8,23.368217,9.0,8.728682,73.0,65.65928,weather_test_2
h12_ep50_bs64.pth,12,7.828977584838867,16.04994987884016,28.7,25.698936,33.7,29.10202,79.0,81.76798,23.0,16.969172,21.7,15.235758,1009.0,1003.34796,2.44,0.1791909,100.0,21.262812,0.0,0.020960154,0.0,-0.82134235,24.7,22.61603,9.0,9.079728,82.0,47.99627,weather_test_2
h12_ep50_bs64.pth,12,7.828977584838867,16.04994987884016,28.6,26.316542,33.5,30.132992,80.0,81.04107,23.4,17.124207,25.3,15.319653,1009.0,1011.0569,2.09,0.16418447,100.0,17.605684,0.0,0.06332791,0.0,-0.07309252,24.7,22.917274,9.0,9.223325,71.0,45.506084,weather_test_2
h6_ep30_bs64.pth,6,9.406312942504885,18.96812254419405,28.5,29.028784,33.3,33.57556,79.0,79.22495,13.0,18.331104,11.8,15.962655,1006.0,999.96466,0.0,0.60175824,0.0,33.553085,0.0,0.03976278,0.0,2.938697,24.5,25.045092,10.0,9.85817,26.0,53.966183,weather_test_2
h6_ep30_bs64.pth,6,9.406312942504885,18.96812254419405,28.3,27.226994,33.0,31.103827,80.0,77.316925,14.4,16.397429,13.4,15.062623,1007.0,955.92773,1.04,0.96986747,100.0,55.121094,0.0,0.027918067,6.0,2.833393,24.5,23.715345,9.0,9.213075,72.0,65.64525,weather_test_2
h6_ep30_bs64.pth,6,9.406312942504885,18.96812254419405,28.8,28.115343,33.8,32.036514,78.0,78.890854,14.8,15.061285,12.8,13.911136,1008.0,984.30273,1.19,0.97867274,100.0,56.69778,0.0,0.03970842,6.0,3.238462,24.7,24.23792,9.0,9.520673,71.0,68.574615,weather_test_2
h6_ep30_bs64.pth,6,9.406312942504885,18.96812254419405,29.4,29.143959,34.5,33.499626,74.0,79.61941,16.2,17.591976,13.9,15.300967,1008.0,1000.60144,0.99,0.578421,100.0,36.539238,0.0,0.022030197,6.0,3.2779725,24.4,25.080694,9.0,9.807943,75.0,56.343964,weather_test_2
h6_ep30_bs64.pth,6,9.406312942504885,18.96812254419405,30.3,29.182526,35.3,33.52526,69.0,79.91397,16.2,17.445755,13.1,15.193289,1009.0,1002.6609,0.0,0.5862287,45.0,37.768856,0.0,0.025184508,8.0,3.3260736,23.9,25.112286,10.0,9.812617,21.0,57.281986,weather_test_2
h6_ep30_bs64.pth,6,9.406312942504885,18.96812254419405,31.1,27.892708,36.4,32.003002,65.0,77.470245,15.8,16.19733,12.8,14.327195,1009.0,966.3803,0.0,0.6412122,0.0,42.64901,0.0,0.011336785,8.0,3.200289,23.8,24.160408,10.0,9.409016,22.0,59.090313,weather_test_2
h6_ep30_bs64.pth,6,9.406312942504885,18.96812254419405,31.7,28.988268,37.4,33.179943,64.0,79.31375,13.7,16.824484,11.2,14.569982,1008.0,1001.67725,0.0,0.57288516,45.0,38.38681,0.0,0.015677042,8.0,3.5487223,23.9,24.897194,10.0,9.774471,20.0,57.504223,weather_test_2
h6_ep30_bs64.pth,6,9.406312942504885,18.96812254419405,31.9,27.551313,37.8,31.61276,63.0,76.95545,15.8,15.280813,13.3,14.128182,1007.0,962.6919,0.02,1.0613871,45.0,56.908813,0.0,0.02088096,7.0,3.070238,24.0,23.970098,10.0,9.094493,73.0,67.75019,weather_test_2
h6_ep30_bs64.pth,6,9.406312942504885,18.96812254419405,31.5,27.639696,38.0,31.71107,67.0,77.10998,18.7,15.369437,16.2,14.200074,1007.0,964.819,0.49,1.0741491,100.0,56.74808,0.0,0.022740353,7.0,3.0555236,24.7,24.026514,10.0,9.119617,80.0,67.7201,weather_test_2
h6_ep30_bs64.pth,6,9.406312942504885,18.96812254419405,31.1,27.569792,37.3,31.656225,68.0,76.61545,20.5,15.535672,18.4,14.336195,1006.0,958.55994,0.81,1.036624,100.0,55.166664,0.0,0.04429332,7.0,2.9667654,24.6,23.935987,10.0,9.089731,73.0,66.56072,weather_test_2
h6_ep30_bs64.pth,6,9.406312942504885,18.96812254419405,30.8,27.79094,36.6,32.247795,69.0,74.13069,22.0,19.062252,19.7,16.77734,1006.0,952.6445,1.33,0.6381477,100.0,30.453133,0.0,0.00335351,7.0,2.458442,24.5,23.812744,10.0,9.346133,77.0,48.66293,weather_test_2
h6_ep30_bs64.pth,6,9.406312942504885,18.96812254419405,30.6,30.353985,36.6,35.228474,71.0,79.801735,21.2,20.699354,19.6,18.000973,1006.0,1031.061,0.22,0.52271813,100.0,26.285091,0.0,0.02994923,7.0,2.8061135,24.7,25.84865,9.0,10.194277,83.0,48.917362,weather_test_2
h6_ep30_bs64.pth,6,9.406312942504885,18.96812254419405,30.3,28.085287,36.1,32.618626,72.0,73.61256,21.2,17.914715,20.4,15.860711,1006.0,951.8627,0.27,0.6395777,100.0,28.876007,0.0,3.794208e-05,7.0,2.5666015,24.7,23.869328,10.0,9.40455,81.0,48.68209,weather_test_2
h6_ep30_bs64.pth,6,9.406312942504885,18.96812254419405,29.9,27.721773,35.7,32.126514,75.0,72.9433,23.8,17.131392,23.9,15.368115,1006.0,937.54706,0.41,0.7339705,100.0,32.800606,0.0,0.023769207,6.0,2.513598,24.9,23.446564,9.0,9.2141285,89.0,51.184532,weather_test_2
h6_ep30_bs64.pth,6,9.406312942504885,18.96812254419405,29.6,28.819872,35.5,33.284775,76.0,78.355606,23.4,17.002686,24.1,15.695856,1007.0,991.1678,0.19,1.0712222,100.0,50.14674,0.0,0.011897411,0.0,2.6654046,25.0,24.780392,9.0,9.439827,84.0,64.24218,weather_test_2
h6_ep30_bs64.pth,6,9.406312942504885,18.96812254419405,29.4,27.973495,34.9,32.29999,76.0,76.72032,23.4,17.216953,21.0,15.819075,1008.0,967.37225,0.56,1.027847,100.0,50.067863,0.0,0.042346112,0.0,2.557483,24.8,24.182692,9.0,9.178507,73.0,62.891735,weather_test_2
h6_ep30_bs64.pth,6,9.406312942504885,18.96812254419405,28.7,27.503733,33.7,31.698189,79.0,76.39874,23.0,17.445751,21.7,15.964321,1009.0,957.3971,2.44,1.011553,100.0,52.482594,0.0,0.08011993,0.0,2.5771224,24.7,23.941643,9.0,9.023722,82.0,63.68047,weather_test_2
h6_ep30_bs64.pth,6,9.406312942504885,18.96812254419405,28.6,29.289608,33.5,33.715454,80.0,80.69218,23.4,18.922028,25.3,17.377066,1009.0,1015.2967,2.09,1.0903782,100.0,52.743362,0.0,0.025558244,0.0,2.5493383,24.7,25.223738,9.0,9.622041,71.0,65.505936,weather_test_2
h6_ep50_bs64.pth,6,5.497461318969727,9.186035869997614,23.5,27.41057,25.8,30.719557,91.0,79.7732,13.7,15.644846,11.9,14.44901,1011.0,1025.266,0.02,0.5394309,45.0,56.84679,0.0,0.0013530133,0.0,3.5170846,22.0,23.587305,10.0,9.763129,71.0,63.024536,weather_test_3
h6_ep50_bs64.pth,6,5.497461318969727,9.186035869997614,23.5,27.963633,25.7,31.937384,91.0,80.398636,12.6,15.473014,11.1,14.905996,1012.0,999.37274,0.02,0.5916344,45.0,63.860245,0.0,0.03130943,0.0,2.8860784,21.8,24.651003,10.0,9.4216,64.0,69.54678,weather_test_3
h6_ep50_bs64.pth,6,5.497461318969727,9.186035869997614,23.6,27.89362,25.8,31.756239,90.0,80.16367,12.2,15.249394,10.7,14.617596,1013.0,1001.0294,0.01,0.5617401,45.0,62.68052,0.0,0.039804656,5.0,2.989284,21.8,24.475254,10.0,9.422172,56.0,68.558014,weather_test_3
h6_ep50_bs64.pth,6,5.497461318969727,9.186035869997614,23.9,28.793196,26.1,33.01437,87.0,81.75889,10.4,12.862649,8.9,13.005704,1014.0,999.8969,0.01,0.6993266,45.0,72.66934,0.0,0.02700748,5.0,3.0978277,21.7,25.48362,10.0,9.326298,100.0,78.477585,weather_test_3
h6_ep50_bs64.pth,6,5.497461318969727,9.186035869997614,24.5,28.156948,26.6,31.934021,84.0,80.61188,9.7,13.176189,8.0,12.860952,1014.0,1006.59485,0.03,0.6068865,45.0,66.53103,0.0,0.033154882,5.0,3.3850536,21.7,24.590366,10.0,9.434419,100.0,72.652985,weather_test_3
h6_ep50_bs64.pth,6,5.497461318969727,9.186035869997614,25.1,27.862759,27.3,31.21116,81.0,79.16763,8.3,11.47119,6.7,10.920078,1014.0,1013.16876,0.03,0.470227,45.0,52.77662,0.0,0.0043724156,6.0,4.1250296,21.6,23.883995,10.0,9.730979,56.0,64.30577,weather_test_3
h6_ep50_bs64.pth,6,5.497461318969727,9.186035869997614,25.8,27.94707,28.1,31.185812,77.0,79.3902,7.2,12.016478,5.8,11.274535,1013.0,1021.8626,0.01,0.41752312,45.0,50.000526,0.0,0.0100104045,6.0,4.1568284,21.6,23.83356,10.0,9.821041,54.0,61.93139,weather_test_3
h6_ep50_bs64.pth,6,5.497461318969727,9.186035869997614,26.2,27.914654,28.4,31.059132,76.0,79.3764,4.7,12.3333845,3.8,11.45427,1012.0,1025.8475,0.02,0.3965745,45.0,48.3936,0.0,0.008780961,6.0,4.1979012,21.5,23.717136,10.0,9.861731,81.0,60.38891,weather_test_3
h6_ep50_bs64.pth,6,5.497461318969727,9.186035869997614,26.2,28.483469,28.5,31.625721,76.0,77.44116,3.6,14.793022,2.9,13.374506,1011.0,1013.35864,0.08,0.5332557,45.0,49.627666,0.0,0.032895185,6.0,4.1430864,21.6,23.938131,10.0,9.563369,85.0,59.282604,weather_test_3
h6_ep50_bs64.pth,6,5.497461318969727,9.186035869997614,26.1,28.853024,28.4,32.196285,76.0,78.057526,3.6,11.736216,3.0,10.917819,1010.0,1012.9007,0.05,0.68466276,45.0,58.858917,0.0,0.005571297,6.0,4.583684,21.5,24.337503,10.0,9.504472,89.0,68.27119,weather_test_3
h6_ep50_bs64.pth,6,5.497461318969727,9.186035869997614,26.1,28.4604,28.3,31.702145,76.0,76.98729,2.5,11.379675,2.1,10.536352,1010.0,1002.1979,0.01,0.6617922,45.0,57.330074,0.0,0.0011014626,6.0,4.58315,21.5,23.928755,10.0,9.402499,88.0,66.863625,weather_test_3
h6_ep50_bs64.pth,6,5.497461318969727,9.186035869997614,25.9,27.845016,28.1,30.696335,77.0,74.81445,2.2,14.02047,1.8,12.414082,1010.0,994.0243,0.01,0.50254893,45.0,45.79305,0.0,0.01751899,6.0,4.2914596,21.5,23.045732,10.0,9.356402,51.0,55.76916,weather_test_3
h6_ep50_bs64.pth,6,5.497461318969727,9.186035869997614,25.5,27.935114,27.6,30.75371,79.0,74.89689,2.9,13.985689,2.5,12.305913,1010.0,1000.8423,0.0,0.4461509,45.0,43.0718,0.0,0.013636785,7.0,4.278153,21.5,23.00401,10.0,9.449925,48.0,54.04725,weather_test_3
h6_ep50_bs64.pth,6,5.497461318969727,9.186035869997614,25.2,28.402475,27.4,31.432213,80.0,75.84175,5.0,11.25425,4.5,10.167354,1011.0,1003.9921,0.01,0.5282723,45.0,50.870487,0.0,0.0050972574,0.0,4.6042924,21.5,23.511562,10.0,9.433494,74.0,62.069218,weather_test_3
h6_ep50_bs64.pth,6,5.497461318969727,9.186035869997614,25.0,28.092855,27.2,31.108562,81.0,74.930405,6.8,10.223944,6.1,9.33065,1012.0,990.003,0.01,0.525646,45.0,52.463543,0.0,0.012639636,0.0,4.657718,21.5,23.278074,10.0,9.298432,88.0,63.47561,weather_test_3
h6_ep50_bs64.pth,6,5.497461318969727,9.186035869997614,24.8,28.299171,26.9,31.340017,82.0,75.366295,9.0,9.954367,8.1,9.122183,1013.0,995.47974,0.0,0.52647895,45.0,53.225964,0.0,0.014408136,0.0,4.72706,21.5,23.44328,10.0,9.349904,34.0,64.45787,weather_test_3
h6_ep50_bs64.pth,6,5.497461318969727,9.186035869997614,24.5,28.69442,26.6,31.7621,83.0,76.375656,10.1,9.864505,9.1,9.037812,1013.0,1009.3288,0.0,0.5183965,0.0,53.707687,0.0,0.015596131,0.0,4.8335667,21.3,23.746216,10.0,9.471835,33.0,65.30846,weather_test_3
h6_ep50_bs64.pth,6,5.497461318969727,9.186035869997614,24.2,28.120653,26.3,30.893442,83.0,74.87895,9.4,11.327943,8.5,10.075737,1013.0,999.0043,0.0,0.4376744,0.0,46.877678,0.0,0.025635757,0.0,4.651134,21.1,23.102985,10.0,9.398056,76.0,58.541866,weather_test_3
h12_ep50_bs64.pth,12,5.668813705444336,9.701781543846044,25.8,27.54417,28.1,31.22146,77.0,77.28652,7.2,15.558282,5.8,13.970686,1013.0,1023.5897,0.01,0.56648874,45.0,50.9003,0.0,0.00027861074,6.0,6.0135593,21.6,23.051672,10.0,9.11206,54.0,56.324253,weather_test_3
h12_ep50_bs64.pth,12,5.668813705444336,9.701781543846044,26.2,27.449385,28.4,31.474075,76.0,76.268074,4.7,15.469878,3.8,14.004555,1012.0,1002.0635,0.02,0.61111,45.0,57.511097,0.0,-0.013077516,6.0,6.6097775,21.5,23.046535,10.0,9.091547,81.0,60.34555,weather_test_3
h12_ep50_bs64.pth,12,5.668813705444336,9.701781543846044,26.2,27.364882,28.5,31.323347,76.0,76.033554,3.6,15.498381,2.9,13.966088,1011.0,1000.3222,0.08,0.59916365,45.0,56.473915,0.0,-0.011995848,6.0,6.6067133,21.6,22.94313,10.0,9.084719,85.0,59.481033,weather_test_3
h12_ep50_bs64.pth,12,5.668813705444336,9.701781543846044,26.1,27.865881,28.4,32.43001,76.0,77.51261,3.6,13.987488,3.0,13.293618,1010.0,999.6321,0.05,0.74178183,45.0,70.88139,0.0,-0.005955886,6.0,6.5225563,21.5,23.655918,10.0,9.014626,89.0,71.23018,weather_test_3
h12_ep50_bs64.pth,12,5.668813705444336,9.701781543846044,26.1,27.611404,28.3,31.83027,76.0,76.82259,2.5,14.390049,2.1,13.366887,1010.0,1000.96234,0.01,0.6750142,45.0,63.96446,0.0,-0.007230174,6.0,6.4179597,21.5,23.303724,10.0,9.001707,88.0,65.81782,weather_test_3
h12_ep50_bs64.pth,12,5.668813705444336,9.701781543846044,25.9,27.450323,28.1,31.734203,77.0,74.50633,2.2,13.794083,1.8,12.905561,1010.0,995.5141,0.01,0.59375787,45.0,54.25375,0.0,0.035305824,6.0,6.504245,21.5,22.935492,10.0,8.859889,51.0,58.427334,weather_test_3
h12_ep50_bs64.pth,12,5.668813705444336,9.701781543846044,25.5,27.5858,27.6,31.769833,79.0,75.13216,2.9,14.350654,2.5,13.237568,1010.0,1006.4158,0.0,0.55842686,45.0,51.10871,0.0,0.040920287,7.0,6.4729056,21.5,22.996489,10.0,8.978253,48.0,56.190872,weather_test_3
h12_ep50_bs64.pth,12,5.668813705444336,9.701781543846044,25.2,27.52045,27.4,31.540989,80.0,74.9954,5.0,14.843188,4.5,13.47571,1011.0,1009.9737,0.01,0.51519394,45.0,47.12829,0.0,0.03859984,0.0,6.4796343,21.5,22.839495,10.0,9.0497875,74.0,53.004173,weather_test_3
h12_ep50_bs64.pth,12,5.668813705444336,9.701781543846044,25.0,25.856281,27.2,29.027624,81.0,79.57062,6.8,15.915401,6.1,14.48861,1012.0,1003.67346,0.01,0.39999095,45.0,35.405766,0.0,0.0077174753,0.0,1.7314498,21.5,22.30015,10.0,9.030439,88.0,49.386806,weather_test_3
h12_ep50_bs64.pth,12,5.668813705444336,9.701781543846044,24.8,26.707493,26.9,30.421972,82.0,80.65464,9.0,14.216566,8.1,13.574193,1013.0,1013.89374,0.0,0.5434442,45.0,48.918896,0.0,0.017950678,0.0,2.1492796,21.5,23.117788,10.0,8.997522,34.0,59.95543,weather_test_3
h12_ep50_bs64.pth,12,5.668813705444336,9.701781543846044,24.5,26.513132,26.6,30.184801,83.0,80.09934,10.1,14.011311,9.1,13.375437,1013.0,1007.6634,0.0,0.5315791,0.0,48.21246,0.0,0.024327306,0.0,2.0748656,21.3,22.918306,10.0,8.924545,33.0,59.338783,weather_test_3
h12_ep50_bs64.pth,12,5.668813705444336,9.701781543846044,24.2,25.283403,26.3,28.219307,83.0,79.31036,9.4,15.608016,8.5,14.165372,1013.0,994.2717,0.0,0.34704632,0.0,31.781187,0.0,0.028425103,0.0,0.80995095,21.1,21.842035,10.0,8.905978,76.0,47.370117,weather_test_3
h6_ep30_bs64.pth,6,6.930196285247803,13.213196509994043,23.5,28.871174,25.8,32.8998,91.0,85.64605,13.7,19.26476,11.9,17.203644,1011.0,1044.6396,0.02,0.87912846,45.0,63.311974,0.0,-0.01797011,0.0,3.406415,22.0,25.80043,10.0,9.741456,71.0,71.7349,weather_test_3
h6_ep30_bs64.pth,6,6.930196285247803,13.213196509994043,23.5,25.883764,25.7,28.806816,91.0,77.68447,12.6,18.431479,11.1,16.626919,1012.0,951.89795,0.02,0.9429027,45.0,64.51239,0.0,0.03999263,0.0,3.045782,21.8,22.707304,10.0,8.988279,64.0,68.04684,weather_test_3
h6_ep30_bs64.pth,6,6.930196285247803,13.213196509994043,23.6,25.221962,25.8,28.113518,90.0,75.03135,12.2,16.433487,10.7,14.863556,1013.0,925.0531,0.01,0.9090035,45.0,62.237015,0.0,0.03862179,5.0,3.1966932,21.8,22.087751,10.0,8.756276,56.0,66.76114,weather_test_3
h6_ep30_bs64.pth,6,6.930196285247803,13.213196509994043,23.9,28.390287,26.1,31.307755,87.0,82.43158,10.4,17.5811,8.9,16.081068,1014.0,1039.3424,0.01,1.1117502,45.0,70.318275,0.0,0.04606422,5.0,3.5868692,21.7,24.153051,10.0,9.947618,100.0,75.08553,weather_test_3
h6_ep30_bs64.pth,6,6.930196285247803,13.213196509994043,24.5,26.850163,26.6,29.94825,84.0,77.1656,9.7,13.140347,8.0,12.041005,1014.0,977.5756,0.03,0.97882366,45.0,64.72104,0.0,0.03001459,5.0,4.025126,21.7,23.067183,10.0,9.302371,100.0,72.13648,weather_test_3
h6_ep30_bs64.pth,6,6.930196285247803,13.213196509994043,25.1,27.03275,27.3,30.419752,81.0,77.5327,8.3,12.106268,6.7,10.507411,1014.0,990.5853,0.03,0.6929475,45.0,57.295547,0.0,0.026117828,6.0,4.6707716,21.6,23.380348,10.0,9.388155,56.0,68.159615,weather_test_3
h6_ep30_bs64.pth,6,6.930196285247803,13.213196509994043,25.8,27.132643,28.1,30.367264,77.0,77.55767,7.2,11.845523,5.8,10.163966,1013.0,1000.42004,0.01,0.67164207,45.0,53.51666,0.0,0.03053274,6.0,4.893715,21.6,23.283306,10.0,9.505536,54.0,65.16097,weather_test_3
h6_ep30_bs64.pth,6,6.930196285247803,13.213196509994043,26.2,26.886066,28.4,29.896334,76.0,76.7585,4.7,11.214603,3.8,9.513783,1012.0,999.458,0.02,0.6546904,45.0,51.19898,0.0,0.030529205,6.0,5.124298,21.5,22.913586,10.0,9.4957485,81.0,62.911373,weather_test_3
h6_ep30_bs64.pth,6,6.930196285247803,13.213196509994043,26.2,26.28513,28.5,29.35157,76.0,73.64748,3.6,11.5345545,2.9,9.694354,1011.0,973.1039,0.08,0.6871338,45.0,46.66271,0.0,5.643815e-06,6.0,4.9511166,21.6,22.327185,10.0,9.216685,85.0,58.57614,weather_test_3
h6_ep30_bs64.pth,6,6.930196285247803,13.213196509994043,26.1,26.798529,28.4,29.892511,76.0,74.88638,3.6,10.679159,3.0,9.077501,1010.0,990.7387,0.05,0.750173,45.0,58.260624,0.0,0.009034034,6.0,5.2144203,21.5,22.73429,10.0,9.272296,89.0,67.99576,weather_test_3
h6_ep30_bs64.pth,6,6.930196285247803,13.213196509994043,26.1,26.764565,28.3,29.820105,76.0,74.39378,2.5,10.574167,2.1,8.971307,1010.0,987.88,0.01,0.736686,45.0,57.22862,0.0,0.013698794,6.0,5.22214,21.5,22.608776,10.0,9.2701025,88.0,67.18894,weather_test_3
h6_ep30_bs64.pth,6,6.930196285247803,13.213196509994043,25.9,26.474005,28.1,29.628174,77.0,72.75158,2.2,11.474328,1.8,9.619883,1010.0,970.5007,0.01,0.64554644,45.0,48.788044,0.0,0.0092982575,6.0,4.9449143,21.5,22.36956,10.0,9.193072,51.0,60.676716,weather_test_3
h6_ep30_bs64.pth,6,6.930196285247803,13.213196509994043,25.5,26.916006,27.6,30.195652,79.0,73.25531,2.9,11.993616,2.5,10.100013,1010.0,977.8962,0.0,0.636613,45.0,48.135834,0.0,0.014245618,7.0,4.844327,21.5,22.68336,10.0,9.299039,48.0,60.80212,weather_test_3
h6_ep30_bs64.pth,6,6.930196285247803,13.213196509994043,25.2,27.062569,27.4,30.114847,80.0,73.59746,5.0,10.685827,4.5,8.966483,1011.0,991.2596,0.01,0.7030963,45.0,52.741688,0.0,0.01798436,0.0,5.266119,21.5,22.545088,10.0,9.36887,74.0,64.183975,weather_test_3
h6_ep30_bs64.pth,6,6.930196285247803,13.213196509994043,25.0,26.737253,27.2,29.692986,81.0,72.710594,6.8,10.221022,6.1,8.587636,1012.0,980.95294,0.01,0.7189195,45.0,53.35442,0.0,0.015486468,0.0,5.298503,21.5,22.220974,10.0,9.249769,88.0,64.27839,weather_test_3
h6_ep30_bs64.pth,6,6.930196285247803,13.213196509994043,24.8,27.198557,26.9,30.256224,82.0,73.91529,9.0,10.592614,8.1,8.9246855,1013.0,995.5388,0.0,0.7231618,45.0,53.58158,0.0,0.023432598,0.0,5.304997,21.5,22.60953,10.0,9.383111,34.0,64.92751,weather_test_3
h6_ep30_bs64.pth,6,6.930196285247803,13.213196509994043,24.5,27.787802,26.6,30.869837,83.0,75.434685,10.1,10.661075,9.1,8.942765,1013.0,1018.37616,0.0,0.7352091,0.0,54.821217,0.0,0.023093767,0.0,5.485893,21.3,23.054276,10.0,9.583798,33.0,66.39987,weather_test_3
h6_ep30_bs64.pth,6,6.930196285247803,13.213196509994043,24.2,26.739859,26.3,29.693937,83.0,72.22027,9.4,10.456042,8.5,8.678055,1013.0,979.847,0.0,0.6923008,0.0,50.635162,0.0,0.010589659,0.0,5.313962,21.1,22.20425,10.0,9.247427,76.0,62.342144,weather_test_3
